user_id,recency,frequency,monetary
R07413,51,17,278.35
R07414,51,22,377.16
R07415,41,17,278.9
R07416,57,23,331.39
R07417,22,19,266.36
R07418,29,18,259.87
R07419,34,29,458.61
R07420,39,20,352.19
R07421,41,19,285.6
R07422,90,12,159.98000000000002
R07423,21,28,433.13
R07424,29,15,240.12
R07425,21,17,301.85
R07426,31,21,287.94
R07427,22,19,311.67
R07428,29,16,225.74
R07429,47,26,383.86
R07430,41,20,283.1
R07431,43,17,241.31
R07432,50,17,241.24
R07433,24,17,260.0
R07434,38,19,260.59
R07435,29,27,368.53999999999996
R07436,25,18,262.92
R07437,19,17,271.49
R07438,20,10,144.4
R07439,35,17,288.69
R07440,34,24,418.13
R07441,38,20,321.54
R07442,68,24,368.81
R07443,21,12,170.33
R07444,28,17,273.71
R07445,47,18,291.79
R07446,44,17,255.32999999999998
R07447,64,21,339.40999999999997
R07448,25,21,338.31
R07449,22,17,243.29
R07450,39,21,314.65999999999997
R07451,43,24,430.82
R07452,37,25,407.88
R07453,20,15,199.06
R07454,29,22,383.67
R07455,20,14,240.23
R07456,25,20,285.66
R07457,122,13,194.94
R07458,27,24,394.88
R07459,46,22,342.17
R07460,29,20,290.57
R07461,29,21,333.0
R07462,45,22,349.3
R07463,22,18,250.95
R07464,24,22,332.85
R07465,28,18,305.65
R07466,22,17,261.18
R07467,44,17,264.58
R07468,22,28,431.79
R07469,25,13,207.16
R07470,76,21,315.8
R07471,24,27,389.15
R07472,26,21,371.09000000000003
R07473,29,27,433.6
R07474,60,19,309.02
R07475,27,31,429.31
R07476,28,20,315.23
R07477,36,27,427.59
R07478,69,21,295.38
R07479,21,23,370.43
R07480,54,15,210.78
R07481,25,14,179.89000000000001
R07482,48,23,362.42
R07483,22,21,312.28
R07484,45,19,262.26
R07485,19,27,391.14
R07486,29,25,389.36
R07487,21,21,313.90999999999997
R07488,24,18,273.7
R07489,24,14,254.34
R07490,20,22,385.35
R07491,46,24,371.58
R07492,41,21,282.09
R07493,24,15,279.77
R07494,57,15,195.73
R07495,38,19,298.03000000000003
R07496,23,25,360.84
R07497,37,18,283.01
R07498,21,25,419.63
R07499,29,15,234.55
R07500,26,23,338.56
R07501,40,24,351.6
R07502,69,17,259.9
R07503,34,27,418.34
R07504,58,27,387.42
R07505,21,22,320.78000000000003
R07506,26,17,241.51
R07507,45,18,315.03000000000003
R07508,20,19,298.86
R07509,30,21,366.86
R07510,35,18,268.6
R07511,62,21,348.45
R07512,131,12,172.87
R07513,22,18,319.18
R07514,25,25,397.87
R07515,23,17,251.48
R07516,61,17,282.96
R07517,18,17,268.07
R07518,32,24,355.6
R07519,24,26,381.49
R07520,25,24,377.29
R07521,20,23,324.15
R07522,45,18,283.48
R07523,36,21,297.02
R07524,23,19,338.23
R07525,19,11,180.22
R07526,64,23,352.69
R07527,22,18,309.09000000000003
R07528,68,13,209.1
R07529,19,24,327.36
R07530,42,18,294.58
R07531,29,21,304.26
R07532,20,17,210.06
R07533,57,21,323.52
R07534,21,21,278.17
R07535,30,12,172.77
R07536,64,11,155.56
R07537,48,14,246.61
R07538,42,13,191.93
R07539,37,27,418.5
R07540,21,15,210.32
R07541,50,13,172.6
R07542,50,25,353.89
R07543,32,21,297.59
R07544,57,19,303.29
R07545,19,16,248.63
R07546,19,20,254.84
R07547,20,25,399.26
R07548,24,20,317.48
R07549,25,19,274.38
R07550,35,23,325.90000000000003
R07551,109,20,306.16
R07552,21,15,274.05
R07553,43,23,330.19
R07554,19,20,317.11
R07555,26,26,412.9
R07556,36,16,203.28
R07557,39,18,277.52
R07558,29,23,353.52
R07559,24,17,240.8
R07560,32,24,382.09000000000003
R07561,31,21,344.17
R07562,28,26,381.87
R07563,38,32,448.49
R07564,28,21,323.65
R07565,27,22,359.18
R07566,48,22,320.15999999999997
R07567,62,22,351.53
R07568,62,18,398.56
R07569,32,20,285.69
R07570,32,28,443.49
R07571,23,21,320.53
R07572,34,23,390.43
R07573,37,25,422.56
R07574,51,13,171.72
R07575,24,17,247.57999999999998
R07576,30,19,341.96
R07577,28,25,343.08
R07578,35,25,348.11
R07579,21,24,360.37
R07580,32,19,298.21
R07581,23,31,520.15
R07582,21,18,257.43
R07583,30,13,180.18
R07584,22,29,487.12
R07585,40,18,304.27
R07586,25,18,303.64
R07587,25,26,416.15
R07588,50,24,375.25
R07589,31,18,272.93
R07590,31,26,425.86
R07591,54,16,226.93
R07592,34,22,356.24
R07593,45,24,377.88
R07594,37,15,198.78
R07595,25,18,270.14
R07596,35,17,246.35
R07597,43,18,259.99
R07598,35,20,285.24
R07599,39,18,240.17000000000002
R07600,26,19,308.69
R07601,37,20,313.46999999999997
R07602,19,21,312.6
R07603,20,19,319.8
R07604,22,16,252.91
R07605,36,20,361.54
R07606,29,25,424.91
R07607,41,29,467.57
R07608,22,23,342.85
R07609,26,16,244.88
R07610,32,21,375.73
R07611,26,24,401.63
R07612,42,28,447.45
R07613,35,21,311.73
R07614,25,18,235.51999999999998
R07615,39,25,352.58
R07616,32,19,286.46
R07617,25,19,250.6
R07618,31,25,375.81
R07619,26,17,250.22
R07620,49,23,413.84
R07621,52,18,274.55
R07622,41,18,270.9
R07623,95,21,329.4
R07624,23,18,237.57
R07625,28,19,295.07
R07626,25,23,328.43
R07627,20,25,401.71
R07628,21,16,254.21
R07629,28,22,384.55
R07630,42,20,284.31
R07631,22,22,357.46
R07632,51,21,340.84
R07633,26,8,109.04
R07634,28,21,285.98
R07635,22,21,341.73
R07636,80,21,312.26
R07637,28,18,262.79
R07638,24,19,322.95
R07639,21,19,252.77
R07640,57,28,483.31
R07641,26,17,254.32
R07642,41,21,291.4
R07643,50,21,400.4
R07644,27,24,383.01
R07645,19,26,419.8
R07646,31,28,389.59000000000003
R07647,21,19,318.2
R07648,26,18,268.17
R07649,26,25,397.36
R07650,30,24,416.7
R07651,23,22,306.48
R07652,42,23,283.14
R07653,33,21,347.94
R07654,110,12,200.31
R07655,30,25,348.51
R07656,28,24,373.6
R07657,24,23,382.61
R07658,35,10,147.09
R07659,65,17,262.23
R07660,28,15,237.62
R07661,30,20,322.95
R07662,20,25,363.7
R07663,20,22,401.26
R07664,55,19,309.65
R07665,26,17,260.77
R07666,23,29,478.37
R07667,37,15,242.21
R07668,26,17,222.07
R07669,38,21,325.6
R07670,22,22,384.7
R07671,53,22,365.04
R07672,23,21,357.46
R07673,37,27,404.53
R07674,20,13,199.38
R07675,60,15,259.91
R07676,27,18,246.78
R07677,96,18,284.53
R07678,51,24,405.90999999999997
R07679,27,12,202.2
R07680,90,21,350.18
R07681,40,21,325.3
R07682,21,17,324.78000000000003
R07683,71,16,242.41
R07684,45,17,292.66
R07685,19,23,355.99
R07686,28,12,172.17000000000002
R07687,22,17,221.11
R07688,65,24,403.95
R07689,44,9,147.56
R07690,37,26,403.84
R07691,38,19,314.41
R07692,30,23,330.74
R07693,26,13,174.62
R07694,55,24,340.74
R07695,25,14,221.35
R07696,37,23,408.63
R07697,54,14,212.69
R07698,75,24,335.63
R07699,27,30,490.68
R07700,21,13,200.32
R07701,55,21,284.19
R07702,32,20,303.68
R07703,24,15,213.34
R07704,77,10,175.04
R07705,21,25,371.14
R07706,59,21,319.68
R07707,21,16,227.22
R07708,24,21,316.72
R07709,49,19,285.65
R07710,35,25,371.71
R07711,56,20,285.3
R07712,42,22,343.83
R07713,32,23,354.45
R07714,20,22,330.14
R07715,73,17,322.33
R07716,21,17,273.41
R07717,62,12,176.93
R07718,32,17,278.84
R07719,38,21,300.27
R07720,34,16,240.34
R07721,27,20,322.78000000000003
R07722,36,20,321.71
R07723,25,23,326.67
R07724,39,20,361.58
R07725,25,12,173.17
R07726,39,17,219.1
R07727,23,22,329.90000000000003
R07728,52,20,303.62
R07729,25,21,387.43
R07730,20,27,416.81
R07731,36,16,240.04
R07732,20,27,451.63
R07733,19,27,466.48
R07734,48,16,253.51999999999998
R07735,28,23,313.83
R07736,23,14,217.18
R07737,50,21,334.78
R07738,29,25,352.65999999999997
R07739,22,24,363.78
R07740,43,18,258.96
R07741,36,23,355.14
R07742,53,18,305.79
R07743,38,10,158.54
R07744,30,16,208.5
R07745,27,24,376.7
R07746,34,18,299.84
R07747,31,18,305.35
R07748,27,25,364.99
R07749,53,25,378.64
R07750,41,23,336.38
R07751,41,19,300.07
R07752,25,14,231.78
R07753,35,27,394.09
R07754,19,23,348.07
R07755,40,18,262.99
R07756,31,14,273.11
R07757,27,19,288.06
R07758,24,14,229.49
R07759,21,24,336.61
R07760,30,16,242.84
R07761,32,23,355.38
R07762,37,21,307.79
R07763,19,17,257.62
R07764,33,23,315.21
R07765,115,18,263.34000000000003
R07766,26,20,279.65
R07767,19,22,315.7
R07768,67,20,361.1
R07769,21,20,322.5
R07770,35,19,330.51
R07771,50,23,393.99
R07772,51,20,303.76
R07773,89,14,205.37
R07774,32,19,354.57
R07775,34,23,292.39
R07776,21,13,186.34
R07777,42,12,183.36
R07778,26,26,462.96
R07779,20,21,313.98
R07780,27,22,339.69
R07781,54,24,387.15999999999997
R07782,21,23,341.97
R07783,21,23,372.1
R07784,37,14,197.41
R07785,50,15,220.53
R07786,39,16,288.2
R07787,42,18,238.04
R07788,97,15,247.76
R07789,34,14,208.95000000000002
R07790,29,17,271.59
R07791,30,17,246.15
R07792,25,23,369.87
R07793,24,23,345.77
R07794,47,17,235.92000000000002
R07795,48,13,188.58
R07796,73,23,349.57
R07797,28,18,304.33
R07798,21,23,325.65999999999997
R07799,75,15,213.37
R07800,35,23,389.08
R07801,49,23,294.29
R07802,29,18,316.97
R07803,20,23,356.18
R07804,22,19,289.65
R07805,27,24,403.25
R07806,31,17,254.35
R07807,28,27,387.22
R07808,40,20,295.53000000000003
R07809,30,19,300.81
R07810,55,20,323.75
R07811,70,12,185.92000000000002
R07812,25,14,217.59
R07813,80,24,333.08
R07814,58,22,324.08
R07815,22,19,284.84
R07816,20,33,503.87
R07817,21,24,352.11
R07818,23,28,427.4
R07819,20,22,352.52
R07820,57,16,287.61
R07821,57,24,360.24
R07822,35,23,377.34000000000003
R07823,49,23,322.89
R07824,30,16,259.11
R07825,61,21,306.09000000000003
R07826,65,21,335.61
R07827,34,17,276.87
R07828,57,16,251.77
R07829,28,20,306.68
R07830,20,29,449.4
R07831,21,19,323.96
R07832,68,22,302.12
R07833,36,16,199.83
R07834,50,23,346.07
R07835,31,17,270.68
R07836,21,15,240.6
R07837,22,22,307.3
R07838,34,13,181.18
R07839,36,19,303.18
R07840,42,14,208.47
R07841,44,20,346.81
R07842,21,21,292.84
R07843,28,16,228.03
R07844,41,18,270.28000000000003
R07845,33,19,295.1
R07846,25,25,372.58
R07847,43,20,309.94
R07848,52,16,237.61
R07849,131,12,176.73000000000002
R07850,22,26,353.65
R07851,49,21,325.09
R07852,20,18,278.59
R07853,34,22,318.15999999999997
R07854,28,21,357.34000000000003
R07855,25,26,373.7
R07856,88,11,146.38
R07857,31,16,240.91
R07858,36,17,232.54
R07859,22,25,385.68
R07860,23,17,293.52
R07861,30,18,287.91
R07862,36,17,261.67
R07863,30,12,217.77
R07864,20,16,290.45
R07865,38,20,353.32
R07866,24,30,531.07
R07867,41,25,430.79
R07868,41,14,230.26999999999998
R07869,20,16,239.25
R07870,23,16,221.41
R07871,29,28,506.87
R07872,19,25,388.83
R07873,52,24,369.26
R07874,61,22,349.64
R07875,54,17,249.53
R07876,19,24,395.32
R07877,52,13,172.44
R07878,59,18,270.92
R07879,19,15,206.45999999999998
R07880,31,24,313.18
R07881,46,19,283.34
R07882,31,15,220.29999999999998
R07883,45,17,308.29
R07884,19,25,394.01
R07885,36,33,477.11
R07886,29,20,286.47
R07887,44,13,195.38
R07888,47,20,289.96
R07889,54,19,311.47
R07890,58,21,333.31
R07891,29,10,176.53
R07892,24,22,361.48
R07893,30,22,276.55
R07894,19,24,334.36
R07895,34,24,348.91
R07896,26,22,355.35
R07897,26,24,369.83
R07898,26,26,370.77
R07899,29,17,278.42
R07900,27,26,415.01
R07901,29,17,291.96
R07902,24,20,299.49
R07903,43,15,214.3
R07904,49,20,315.76
R07905,29,19,281.29
R07906,19,18,317.62
R07907,23,18,267.3
R07908,33,19,336.75
R07909,32,21,305.83
R07910,24,22,353.35
R07911,96,13,199.07
R07912,31,11,198.53
R07913,64,19,272.14
R07914,19,22,338.52
R07915,31,29,431.23
R07916,21,15,242.87
R07917,68,15,281.58
R07918,46,20,293.89
R07919,50,22,300.53
R07920,63,16,272.73
R07921,33,22,373.48
R07922,24,13,170.4
R07923,47,31,429.24
R07924,20,16,265.95
R07925,55,14,216.65
R07926,47,21,312.5
R07927,28,23,320.63
R07928,23,20,319.49
R07929,95,17,298.8
R07930,28,30,438.98
R07931,44,15,219.94
R07932,40,14,231.23
R07933,21,17,227.05
R07934,22,22,310.49
R07935,22,15,259.21
R07936,20,24,432.59
R07937,129,14,217.82
R07938,43,19,285.86
R07939,19,28,435.42
R07940,19,22,293.01
R07941,20,23,353.68
R07942,26,18,266.21
R07943,24,27,431.54
R07944,41,21,277.1
R07945,101,14,218.07
R07946,36,25,380.67
R07947,47,23,368.69
R07948,30,11,161.85
R07949,32,20,296.05
R07950,20,19,304.84
R07951,45,18,305.93
R07952,40,17,240.46
R07953,26,15,235.0
R07954,28,29,387.76
R07955,21,20,341.29
R07956,34,26,401.07
R07957,40,13,210.03
R07958,44,17,273.42
R07959,60,20,250.49
R07960,50,22,364.51
R07961,19,25,393.25
R07962,19,25,322.0
R07963,50,16,220.73
R07964,21,21,329.53
R07965,23,27,395.77
R07966,34,27,451.18
R07967,34,20,300.25
R07968,32,18,272.58
R07969,65,22,367.11
R07970,44,21,296.05
R07971,26,24,390.63
R07972,61,12,170.59
R07973,21,25,371.75
R07974,39,20,305.79
R07975,76,17,249.36
R07976,133,15,205.01999999999998
R07977,44,25,369.3
R07978,22,16,269.23
R07979,18,28,466.21
R07980,34,18,306.83
R07981,19,18,263.49
R07982,31,10,172.32
R07983,34,22,373.96
R07984,23,16,224.6
R07985,45,19,311.98
R07986,39,25,415.01
R07987,38,20,305.49
R07988,20,24,386.95
R07989,30,21,283.76
R07990,21,23,373.65999999999997
R07991,19,19,247.37
R07992,35,26,401.36
R07993,25,18,288.23
R07994,22,22,387.6
R07995,21,22,319.17
R07996,40,27,424.17
R07997,29,23,324.58
R07998,25,17,272.77
R07999,27,24,373.61
R08000,32,16,247.82
R08001,20,24,346.12
R08002,45,19,327.31
R08003,47,22,338.18
R08004,19,16,209.79
R08005,22,20,338.31
R08006,41,22,367.06
R08007,61,12,167.67000000000002
R08008,40,22,299.72
R08009,39,23,358.15999999999997
R08010,103,17,230.42
R08011,39,19,299.71
R08012,29,25,426.58
R08013,27,24,357.2
R08014,30,15,232.63
R08015,28,23,325.57
R08016,30,26,487.32
R08017,24,18,247.51
R08018,41,26,361.68
R08019,30,23,366.75
R08020,34,20,314.66
R08021,22,18,289.98
R08022,63,16,257.32
R08023,47,22,333.33
R08024,33,22,313.54
R08025,26,18,245.54999999999998
R08026,22,22,435.15
R08027,30,18,278.22
R08028,30,17,326.81
R08029,28,28,446.17
R08030,20,18,283.81
R08031,40,22,345.51
R08032,48,14,199.37
R08033,44,21,313.74
R08034,27,20,286.49
R08035,52,25,414.72
R08036,67,20,288.67
R08037,28,19,319.17
R08038,48,21,362.19
R08039,24,17,232.9
R08040,27,20,279.21
R08041,45,17,288.07
R08042,51,13,164.86
R08043,18,24,357.93
R08044,28,17,259.3
R08045,19,18,280.34000000000003
R08046,23,22,307.92
R08047,52,24,418.27
R08048,29,15,211.71
R08049,24,24,384.27
R08050,32,27,411.73
R08051,23,26,394.88
R08052,40,20,287.59
R08053,40,21,365.91
R08054,50,31,482.15
R08055,50,16,249.72
R08056,21,19,284.75
R08057,50,15,231.57
R08058,19,23,317.71
R08059,23,24,329.85
R08060,25,13,147.91
R08061,25,17,245.86
R08062,49,20,329.11
R08063,25,19,261.84
R08064,19,22,344.42
R08065,23,14,238.6
R08066,33,24,377.65
R08067,50,26,362.05
R08068,47,19,252.97
R08069,22,28,416.64
R08070,25,21,330.58
R08071,25,25,362.0
R08072,26,23,362.31
R08073,44,19,260.13
R08074,43,23,312.9
R08075,25,18,273.15
R08076,37,14,219.98000000000002
R08077,29,14,222.02
R08078,28,11,175.17
R08079,29,18,288.72
R08080,28,19,287.5
R08081,21,25,358.61
R08082,118,20,328.46
R08083,21,30,487.71
R08084,35,21,349.11
R08085,29,19,303.93
R08086,61,10,131.18
R08087,20,20,288.04
R08088,41,22,350.34000000000003
R08089,40,24,385.03999999999996
R08090,42,21,352.9
R08091,31,17,264.46
R08092,63,16,255.76
R08093,24,20,295.65999999999997
R08094,44,19,293.04
R08095,36,15,233.67000000000002
R08096,56,12,225.23
R08097,55,26,451.02
R08098,48,14,209.67
R08099,22,21,352.31
R08100,21,16,226.27
R08101,31,22,285.76
R08102,66,25,335.5
R08103,28,21,311.66
R08104,42,16,241.8
R08105,55,18,282.25
R08106,49,15,216.35
R08107,49,15,269.18
R08108,56,14,212.60999999999999
R08109,60,18,301.93
R08110,22,21,317.67
R08111,21,19,278.4
R08112,28,22,350.8
R08113,39,18,273.03
R08114,58,25,367.64
R08115,20,26,367.04
R08116,61,25,333.2
R08117,33,12,203.57
R08118,35,23,319.11
R08119,25,26,373.04
R08120,30,26,430.22
R08121,23,20,318.58
R08122,59,20,282.33
R08123,21,19,302.58
R08124,20,11,173.16
R08125,67,14,222.39000000000001
R08126,31,20,328.51
R08127,25,19,264.43
R08128,36,17,239.13
R08129,41,24,378.98
R08130,30,22,359.35
R08131,24,30,460.76
R08132,28,15,230.81
R08133,20,27,440.04
R08134,49,12,177.85
R08135,34,25,368.88
R08136,37,24,340.92
R08137,74,12,184.69
R08138,29,20,289.05
R08139,30,18,257.69
R08140,73,16,226.85999999999999
R08141,25,19,276.98
R08142,29,17,343.40999999999997
R08143,22,18,279.36
R08144,34,15,234.51
R08145,46,20,279.03
R08146,72,13,199.64
R08147,19,14,206.88
R08148,38,14,183.23
R08149,33,16,230.7
R08150,36,8,144.66
R08151,83,17,256.68
R08152,23,42,663.91
R08153,37,17,292.36
R08154,55,16,246.15
R08155,36,28,361.35
R08156,23,15,245.73
R08157,25,19,294.06
R08158,21,18,283.63
R08159,34,18,300.37
R08160,45,19,289.15
R08161,41,21,306.33
R08162,22,21,335.05
R08163,37,24,396.34000000000003
R08164,20,14,216.29
R08165,33,31,443.08
R08166,30,22,322.48
R08167,22,34,521.87
R08168,31,17,241.27
R08169,22,20,291.81
R08170,48,18,263.49
R08171,41,18,281.31
R08172,49,18,310.04
R08173,48,16,228.21
R08174,29,19,339.0
R08175,26,14,227.22
R08176,30,20,296.66
R08177,82,13,219.51
R08178,35,18,260.11
R08179,59,7,86.28999999999999
R08180,27,23,339.31
R08181,28,17,255.35
R08182,23,14,233.51
R08183,31,20,339.90999999999997
R08184,21,27,377.03
R08185,20,25,385.03
R08186,24,25,397.4
R08187,37,26,407.96
R08188,45,20,301.58
R08189,28,16,222.83
R08190,24,23,371.48
R08191,20,27,373.74
R08192,27,12,171.16
R08193,23,22,336.44
R08194,34,23,362.36
R08195,30,24,377.1
R08196,19,15,235.12
R08197,22,24,332.88
R08198,44,21,333.37
R08199,23,24,368.11
R08200,25,24,371.14
R08201,21,15,256.15
R08202,23,19,316.37
R08203,29,19,257.07
R08204,22,25,429.65
R08205,26,21,279.31
R08206,26,22,317.76
R08207,95,11,147.25
R08208,44,17,260.22
R08209,19,17,274.93
R08210,59,21,319.65999999999997
R08211,24,24,379.64
R08212,43,13,181.05
R08213,55,22,293.71
R08214,35,15,208.14
R08215,24,21,310.11
R08216,49,16,225.71
R08217,28,13,197.08
R08218,24,20,330.75
R08219,44,22,352.96
R08220,37,29,435.59
R08221,51,21,336.58
R08222,38,25,425.58
R08223,60,16,245.63
R08224,36,26,349.03
R08225,28,30,492.9
R08226,39,17,285.45
R08227,31,17,234.32
R08228,26,14,197.57
R08229,24,15,219.74
R08230,27,24,324.54
R08231,30,16,233.0
R08232,65,18,268.35
R08233,34,28,410.42
R08234,26,20,267.51
R08235,24,25,392.2
R08236,23,25,384.33
R08237,26,23,379.67
R08238,20,20,305.28
R08239,35,21,284.42
R08240,38,10,174.26
R08241,22,19,277.98
R08242,25,22,327.11
R08243,22,33,503.89
R08244,35,17,254.68
R08245,27,28,438.58
R08246,40,31,488.81
R08247,27,17,252.37
R08248,19,21,382.86
R08249,35,25,392.37
R08250,62,18,274.48
R08251,81,13,240.2
R08252,35,17,297.83
R08253,46,22,320.5
R08254,24,21,384.38
R08255,20,15,260.35
R08256,27,21,367.79
R08257,19,17,272.01
R08258,28,22,311.56
R08259,32,19,310.42
R08260,139,16,263.05
R08261,39,20,323.82
R08262,21,21,304.27
R08263,165,15,266.33
R08264,22,22,347.01
R08265,64,15,216.75
R08266,19,20,313.74
R08267,114,13,170.12
R08268,55,23,316.18
R08269,41,13,200.38
R08270,28,24,386.46
R08271,33,16,255.11
R08272,29,23,290.58
R08273,32,23,349.59000000000003
R08274,28,22,344.46
R08275,23,23,371.36
R08276,20,18,263.46
R08277,44,25,341.41
R08278,39,19,301.72
R08279,33,19,315.02
R08280,30,17,269.14
R08281,35,15,244.34
R08282,21,14,194.11
R08283,46,24,371.38
R08284,20,18,275.76
R08285,42,20,282.6
R08286,49,17,306.06
R08287,60,19,271.83
R08288,32,16,243.94
R08289,45,17,239.79
R08290,27,30,550.39
R08291,20,18,315.36
R08292,19,23,298.06
R08293,23,21,327.59000000000003
R08294,75,17,313.65
R08295,30,27,470.03000000000003
R08296,22,33,606.83
R08297,28,19,275.8
R08298,73,14,213.21
R08299,28,17,261.4
R08300,31,18,297.29
R08301,119,26,394.04
R08302,19,24,392.86
R08303,34,24,309.72
R08304,60,18,265.36
R08305,28,26,373.62
R08306,86,14,207.54
R08307,37,20,307.45
R08308,57,29,415.09
R08309,27,22,367.36
R08310,45,14,220.06
R08311,34,22,365.81
R08312,25,21,295.61
R08313,20,19,299.3
R08314,37,20,297.91
R08315,33,27,409.75
R08316,23,24,363.77
R08317,40,23,333.87
R08318,25,20,286.96
R08319,41,17,273.43
R08320,51,18,274.04
R08321,20,20,298.1
R08322,20,26,401.79
R08323,25,24,398.79
R08324,71,18,266.9
R08325,27,16,290.12
R08326,26,22,345.82
R08327,39,14,210.85
R08328,23,24,385.6
R08329,61,21,339.44
R08330,23,21,319.07
R08331,34,32,444.39
R08332,21,28,418.8
R08333,71,12,175.81
R08334,25,21,305.68
R08335,22,27,423.64
R08336,19,23,328.55
R08337,37,19,291.71
R08338,56,13,182.56
R08339,26,26,392.99
R08340,59,22,333.32
R08341,53,22,348.81
R08342,26,20,274.68
R08343,29,20,313.11
R08344,39,17,231.29
R08345,27,17,259.83
R08346,31,21,348.31
R08347,29,17,238.73
R08348,25,25,386.96999999999997
R08349,67,14,197.6
R08350,20,18,294.46999999999997
R08351,29,24,346.34
R08352,69,16,214.04
R08353,43,17,257.76
R08354,40,17,264.84
R08355,27,21,354.07
R08356,50,18,281.27
R08357,28,23,397.02
R08358,21,15,212.81
R08359,25,27,371.62
R08360,34,24,334.99
R08361,71,11,180.21
R08362,29,25,369.11
R08363,20,16,273.40000000000003
R08364,19,20,312.98
R08365,41,25,393.66
R08366,28,25,380.65
R08367,38,19,306.37
R08368,50,18,242.29
R08369,59,15,217.91
R08370,35,16,233.23
R08371,48,20,337.48
R08372,29,15,249.44
R08373,24,18,265.98
R08374,50,18,311.37
R08375,48,22,309.17
R08376,33,16,239.77
R08377,42,26,473.85
R08378,23,21,351.88
R08379,42,22,351.52
R08380,26,24,376.05
R08381,27,13,239.17
R08382,23,25,406.21
R08383,23,27,404.09
R08384,20,32,499.94
R08385,29,18,245.87
R08386,32,23,375.3
R08387,19,22,335.59999999999997
R08388,39,21,338.85
R08389,22,18,303.33
R08390,59,15,246.97
R08391,21,20,303.05
R08392,24,16,208.97
R08393,50,18,239.37
R08394,42,28,427.42
R08395,23,22,437.54
R08396,23,20,333.75
R08397,45,13,214.24
R08398,63,14,219.43
R08399,27,14,240.78
R08400,20,19,282.4
R08401,33,15,285.01
R08402,33,21,292.4
R08403,32,23,329.02
R08404,40,21,275.86
R08405,45,23,337.4
R08406,29,17,281.06
R08407,64,17,299.66
R08408,24,21,296.96
R08409,22,24,372.83
R08410,19,17,350.83
R08411,20,16,204.81
R08412,21,22,365.0
R08413,63,25,380.68
R08414,29,26,414.45
R08415,48,18,267.61
R08416,60,20,305.5
R08417,34,21,334.3
R08418,32,20,313.19
R08419,37,16,228.93
R08420,21,16,232.05
R08421,20,21,299.43
R08422,20,23,314.71999999999997
R08423,23,15,201.46
R08424,19,22,308.2
R08425,45,19,270.61
R08426,30,21,282.69
R08427,19,19,254.46
R08428,45,20,316.44
R08429,62,16,234.33
R08430,29,19,249.16
R08431,29,24,389.47
R08432,35,16,239.56
R08433,30,21,325.87
R08434,33,26,364.28000000000003
R08435,32,26,431.22
R08436,23,19,288.6
R08437,21,20,250.58
R08438,27,24,372.82
R08439,33,24,374.39
R08440,45,18,294.11
R08441,35,24,376.27
R08442,22,26,414.91
R08443,79,18,269.61
R08444,38,21,320.58
R08445,30,27,448.63
R08446,21,18,304.36
R08447,41,24,356.28
R08448,30,24,406.99
R08449,30,13,192.63
R08450,56,19,254.52
R08451,49,11,139.24
R08452,30,20,302.71
R08453,32,17,216.36
R08454,35,24,399.75
R08455,47,19,276.19
R08456,24,23,315.39
R08457,21,20,310.22
R08458,30,18,284.38
R08459,37,20,358.99
R08460,50,20,334.47
R08461,23,26,391.61
R08462,38,18,249.01
R08463,25,25,345.25
R08464,35,23,339.74
R08465,30,15,239.46
R08466,23,17,244.46
R08467,36,26,400.76
R08468,22,13,188.57
R08469,63,15,200.19
R08470,50,16,274.32
R08471,47,22,314.05
R08472,20,19,290.92
R08473,49,20,319.18
R08474,20,26,364.11
R08475,49,36,550.46
R08476,30,20,295.04
R08477,20,16,250.38
R08478,40,19,312.55
R08479,57,19,247.71
R08480,76,15,188.92
R08481,41,16,284.09999999999997
R08482,40,18,241.14
R08483,50,19,302.44
R08484,37,16,275.13
R08485,46,15,191.99
R08486,31,14,186.49
R08487,81,15,242.07
R08488,29,21,371.19
R08489,24,22,303.39
R08490,42,18,332.83
R08491,36,25,435.57
R08492,44,21,305.69
R08493,74,14,248.72
R08494,30,11,171.51
R08495,36,22,332.83
R08496,26,22,326.44
R08497,35,15,286.82
R08498,61,18,255.6
R08499,38,19,286.49
R08500,19,19,292.43
R08501,24,14,176.98
R08502,32,21,336.71
R08503,21,20,285.95
R08504,36,15,245.92
R08505,38,17,247.52
R08506,19,22,300.8
R08507,19,19,328.41
R08508,23,21,297.61
R08509,20,14,214.18
R08510,60,16,223.8
R08511,26,22,292.12
R08512,58,13,197.63
R08513,48,21,259.40999999999997
R08514,30,21,344.35
R08515,58,16,233.34
R08516,21,19,290.84
R08517,19,27,454.81
R08518,22,19,259.47
R08519,35,19,355.81
R08520,19,23,339.11
R08521,65,21,297.31
R08522,24,27,440.3
R08523,35,18,237.45
R08524,26,24,327.28
R08525,40,28,384.83
R08526,32,20,272.05
R08527,35,20,316.28999999999996
R08528,31,22,281.53
R08529,25,22,287.35
R08530,57,15,244.76
R08531,22,21,298.1
R08532,22,11,131.3
R08533,43,16,269.51
R08534,32,24,346.96000000000004
R08535,25,21,281.78000000000003
R08536,54,17,244.35
R08537,36,20,280.02
R08538,23,20,333.91
R08539,30,17,287.49
R08540,37,22,322.42
R08541,20,13,173.9
R08542,49,33,533.49
R08543,37,17,220.04
R08544,53,25,443.36
R08545,34,18,243.89
R08546,59,15,217.09
R08547,40,22,383.43
R08548,54,15,194.59
R08549,30,20,297.48
R08550,66,23,361.5
R08551,35,31,443.53
R08552,37,12,157.66
